Sentiment,Sentence,Clean sentences
6309,1,The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,company enhance gprs capability existing 12 idea telecom service areas add 10 service areas network
6310,0,"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",like mechanical pipettors biohit also proline plus ceivd marked comes 3year warranty
6311,1,Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,nokia world largest mobile phone manufacturer china postel china largest mobile phone distributor longstanding partnership continues grow stronger time
6312,-1,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",januarynovember 2009 group sales totalled eur 78017 mn drop 126 period 2008
6313,1,Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,finnish consumer packaging manufacturer huhtamaki oyj said swung net profit 841 mln euro 1056 mln first nine months 2006 net loss 26 mln euro 33 mln period 2005
6314,-1,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",according laavainen raisio food marketing used reactive inconsistent
6315,-1,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",finnish electronics contract manufacturer scanfil net sales eur 522 mn first quarter 2007 eur 601 mn year
6316,0,"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",business area operations finland sweden denmark estonia latvia lithuania
6317,0,The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,ipad application joins iphone app part monster range mobile applications job hunting
6318,1,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",cash flow operations totalled eur 271 mn compared negative eur 083 mn corresponding period 2008
6319,0,"According to Finnish financial services group Sampo 's CEO , Bj+¦rn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",according finnish financial services group sampo ceo bjright wahlroos danish danske bank acquisition sampo bank eur 4bn largest cash deal finland economic history
6320,-1,Sanoma News ' advertising sales decreased by 22 % during the year .,sanoma news advertising sales decreased 22 year
6321,-1,"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",operating margin however slipped 144 151 dragged poor performance enterprise solutions
6322,1,"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",tieto looking energy solution would best support idea sustainable development happy able provide solution saysjouni haikarainen vice president fortum
6323,1,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",arvo vuorenmaa loviisa plant general manager said application new licence standard procedure quite confident approval granted
6324,-1,Net sales dropped by 6 % year-on-year to EUR 11.9 million .,net sales dropped 6 yearonyear eur 119 million
6325,-1,Finnish media group Talentum has issued a profit warning .,finnish media group talentum issued profit warning
6326,1,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",finnish pharmaceuticals company orion reports profit taxes eur 700 mn third quarter 2010 eur 549 mn corresponding period 2009
6327,-1,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,company slipped operating loss eur 26 million profit eur 13 million
6328,1,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,world biggest magazine paper maker said program improve efficiency include closing several least competitive mills would cover company operations resulting annual savings euro200 million us 240 million
6329,0,"Information system supplier Sentera -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia , a software house , acquired 77.4 pct of the company this morning for just under 33 mln eur .",information system supplier sentera 2451 pct next heavily traded share sysopen digia software house acquired 774 pct company morning 33 mln eur
6330,0,Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .,swedish wallenberg family controlled investor bought large stake c shares swedish retail bank seb
6331,0,"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",plant fired combination spruce bark chipped logging residues milled peat
6332,0,According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,according announcement helsinki stock exchange share sentera shall delisted nmlist helsinki stock exchange accordingly
6333,1,"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",according acnielsen scantrack study period week 10 2005 week 9 2006 cocacola market leader soft drinks finland
6334,-1,"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",omx helsinki index 033 pct lower 936480 omx helsinki cap portfolio index 034 pct 502925
6335,0,"The familiar blue , white , and red HK seal has received a more authentic look .",familiar blue white red hk seal received authentic look
6336,-1,"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .",offer deemed low finnlines board stands 4 pm tomorrow
6337,-1,The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,employment contracts 14 employees end march 2009 result company previous employeremployee talks
6338,-1,Net profit fell by almost half to +â 5.5 million from +â 9.4 million at the end of 2007 .,net profit fell almost half 55 million 94 million end 2007
6339,-1,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",publishing sweden operating loss eur 11 mn q1 2009 compared profit eur 06 mn year ago
6340,1,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",operating profit kauppalehti group rose eur 15 mn eur 13 mn marketplaces eur 13 mn eur 10 mn third quarter 2006
6341,-1,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",however company saw net profit third quarter eur1 4 eur1 5 corresponding period 2009
6342,-1,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,elcoteq group recently announced last three months previous year brought major loss half billion kroons eur 32 mln fifth quarter running
6343,-1,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,consolidated operating profit continuing operations decreased 623 eur 512 mn eur 1357 mn 2007
6344,1,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",net income life insurance rose eur 165 mn eur 140 mn net income nonlife insurance eur 226 mn eur 152 mn 2009
6345,-1,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,finnish insurance company fennia kesko group ending loyal customer cooperation
6346,0,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",may 29 2010 companiesandmarketscom delivered newstex report provides key data information meat fish poultry market finland
6347,0,Arena Partners Oy is a development company for electronic business .,arena partners oy development company electronic business
6348,1,This transaction will also rationalize our pulp and paper industry related solutions .,transaction also rationalize pulp paper industry related solutions
6349,0,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",innova 2 building located close downtown immediate vicinity paviljonki travel center within walking distance heart city thanks trade fair bridge
6350,0,Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,pharmaceuticals poland brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market poland
6351,-1,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",operating profit totalled eur 90 mn eur 97 mn first half 2008
6352,0,"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",company employing 6400 reported net sales 620 mln euro 8232 mln 2006
6353,-1,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",outokumpu steel mill tornio finland suspected source
6354,-1,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",according latvian business register uponor latvia closed red lvl 99000 eur 13953817 usd 19455648 turnover lvl 2346 mn 2009
6355,0,The platform would continue to be the development framework for Symbian and MeeGo .,platform would continue development framework symbian meego
6356,0,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",2007 talentum disclose three interim reports q1 january march friday 27 april 2007 q2 april june friday 20 july 2007 q3 july september friday 26 october 2007
6357,1,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",mr priit kasak balti metsamasina owner said rakverebased company wishes increase valmet market share 27 third couple years
6358,-1,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,result negotiations employment 130 blue whitecollar employees oulu plant would terminated
6359,1,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",company order book stood 15 bln euro 22 bln september 30 2007 242 pct year international orders amounting 365 mln euro 5343 mln
6360,0,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",erkki jarvinen president rautakirja head sanoma trade division leave current tasks spring 2009 similar position outside sanoma group
6361,0,"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neste oil refineries combined crude oil refining capacity approximately 260000 barrels day
6362,0,"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",according construction work start spring 2007 facility commissioned spring 2008
6363,0,The phones are targeted at first time users in growth markets .,phones targeted first time users growth markets
6364,1,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,contract signed august papua new guineabased lihir gold ltd asx lgl
6365,-1,"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",group sales period eur 375 million eur 482 million 192008 result taxes loss eur 35 12 million
6366,-1,The situation of coated magazine printing paper will continue to be weak .,situation coated magazine printing paper continue weak
6367,-1,The number of bodily injury cases quadrupled in 2000-2006 .,number bodily injury cases quadrupled 20002006
6368,1,The long-term contract is global .,longterm contract global
6369,1,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",operating profit totalled eur 830 mn eur 235 mn yearonyear
6370,1,"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",tieto offers aktia good foundation required support services implementing update project says juha volotinen responsible aktia web services
6371,0,Payment of shares shall be effected on subscription .,payment shares shall effected subscription
6372,1,Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,finnish kci konecranes awarded order four hot metal ladle cranes indian steel producer bhushan steel strips delivered 2007
6373,-1,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,operating profit fell eur 62 mn eur 85 mn third quarter 2007
6374,-1,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,finnish insurance company fennia kesko group ending loyal customer cooperation
6375,0,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",cost deal could range 70 million 90 million euros depending financial results two companies 2008 statement says
6376,0,"In addition , the company is considering the start of production in Russia .",addition company considering start production russia
6377,-1,The air traffic of Finland has been in stoppage since then .,air traffic finland stoppage since
6378,-1,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",q2 2009 profit taxes amounted eur 136 mn eur 268 mn q2 2008
6379,0,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",capman four investment areas capman buyout capman technology capman life science capman real estate dedicated team
6380,0,The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,fixed acquisition price amounts nok 70 approximately eur 87 million additional price nok 15 eur 18 million maximum
6381,0,"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+Æki Oyj 's CEO Jukka Moisio .",transaction supports huhtamaki strategic review rigid plastic consumer goods operations says huhtamki oyj ceo jukka moisio
6382,1,"`` I 'm happy with the outcome , '' Sneed said after the hearing .",happy outcome sneed said hearing
6383,0,The most significant challengers in the market are Logset and Sampo-Rosenlew .,significant challengers market logset samporosenlew
6384,-1,"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",operating profit ninemonth period decreased eur19 9 net sales increased eur155 7 compared corresponding period 2007
6385,-1,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",ferries run trouble outside stockholm archipelago made 20000 islands
6386,1,"Glaston , headquartered in Tampere , Finland , is a growing , international glass technology company .",glaston headquartered tampere finland growing international glass technology company
6387,1,"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .",upon completion keskuskatu form backbone helsinki pedestrianised downtown area linking city main pedestrian precincts
6388,-1,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",according company addition normal seasonal fluctuation market situation weakened autumn 2008
6389,0,The number of magazine and newspaper readers remained unchanged .,number magazine newspaper readers remained unchanged
6390,-1,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,finnish insurance company fennia kesko group ending loyal customer cooperation
6391,0,"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",study designed enable formal statistical evaluation therapeutic activity company said
6392,1,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",net interest income eur 393 mn eur 327 mn
6393,1,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",markets expecting poor performance company stock 6 percent x20ac 2389 us 3384 early afternoon trading helsinki
6394,-1,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,stora enso target cut eur 485 eur 555 holmen target sek 135 sek 150
6395,0,The previous offer was 3.4 % of voting rights and 12.3 % of capital .,previous offer 34 voting rights 123 capital
6396,0,F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,fsecure online backup automatically protects content stored computer smartphone making copy content online location
6397,1,"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",via move company aims annual savings eur 3 million usd 43 main part expected realized year
6398,0,"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",addition launch versatile online service complete traditional printed newspaper mr valkama says
6399,0,"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",enterprise value fray bentos pulp mill forestal oriental totals approximately euro1 6 billion upm said
6400,-1,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",ferries run trouble outside stockholm archipelago made 20000 islands
6401,1,"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .",iggesunds bruk sweden one advanced fully integrated pulp paperboard mills world
6402,-1,The move was triggered by weak demand for forestry equipment and the uncertain market situation .,move triggered weak demand forestry equipment uncertain market situation
6403,-1,Finnish M-real 's Kyro mill is starting negotiations to cut staff .,finnish mreal kyro mill starting negotiations cut staff
6404,1,The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,training modules aim strengthening public accounting abilities fulfilling communal project management
6405,1,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",comptel vendor dynamic operations support system oss software selected orascom telecom oth partner provisioning activation solutions mobile services
6406,1,"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers .",biohit vwr close cooperation number years us biohit one vwr focus suppliers
6407,1,UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .,upmkymmene generated four consecutive quarters positive free cash flow
6408,0,"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",founded 1985 quatrocon clientele consists public sector builders central trading companies major construction firms
6409,-1,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",adp news feb 4 2009 finnish broadband data communication systems solutions company teleste oyj hel tlt1v said today net profit decreased eur 55 million usd 72 2008 eur 94 million 200
6410,1,It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,therefore seems finnish shipping company viking line get subsidy needs order new lngfuelled vessel
6411,1,"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .",significance teleste emphasised large size growing economy well rapid development tv services distribution industry poland viewed attractive market
6412,0,Finnish food industry company L+Ænnen Tehtaat is planning changes to its fish product business .,finnish food industry company lnnen tehtaat planning changes fish product business
6413,0,"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",tecnomen solution used prepaid postpaid billing charging rating voice video calls data traffic kind content services mobile fixed networks
6414,1,"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",aim ensure vacon good shape capital expenditure starts pick comments vacon plc president ceo vesa laisi
6415,0,"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",offer 30 million shares aimed raise x20ac 500 million us 640 million expected completed october 9 outokumpu said
6416,0,The total value of the deal is USD 29mn .,total value deal usd 29mn
6417,1,"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported thursday 30 october operating profit eur7 4 januaryseptember 2008 eur6 1 corresponding period 2007
6418,0,IonPhasE 's second major owner is venture capital firm Aura Capital .,ionphase second major owner venture capital firm aura capital
6419,-1,The air traffic of Finland has been in stoppage since then .,air traffic finland stoppage since
6420,-1,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,ramirent made 18 million kroons eur 115 mln loss last year year company 73 million kroons black
6421,1,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",homeware area fiskars provides leading branded products home kitchen interior design
6422,0,"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",actions include cutting expensive weekend shifts freezing production bonus system general costcutting program
6423,1,"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",delighted announce support intel based handheld platforms capabilities made development easier faster
6424,1,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,kazgiprotsvetmet outotec finland signed agreement strategic cooperation marketing providing minerals processing metallurgical plants related services kazakhstan surrounding countries
6425,-1,"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",also cut price projections paper packaging analyst goldman sachs said note monday
6426,0,The fuel purchase contracts have been signed with three months ' delivery from this September to November .,fuel purchase contracts signed three months delivery september november
6427,-1,Reported operating margin was a negative 5.9 % .,reported operating margin negative 59
6428,0,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,joint venture planning quick timetable negotiating lease potential wind farm areas charting feasibility wind farms
6429,1,These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,measures expected produce annual cost savings eur 15 million starting 2007
6430,-1,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,finnish meat company atria longer promise sufficient amount domestic beef customers
6431,1,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",operating profit kauppalehti group rose eur 15 mn eur 13 mn marketplaces eur 13 mn eur 10 mn third quarter 2006
6432,1,21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,21 december 2010 finnish industrial machinery company wartsila oyj abp hel wrt1v said yesterday order design liquefied natural gas lng powered platform supply vessel psv norwegian oil service provider eidesvik offshore asa osl eiof
6433,1,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",beyond improved voice capabilities customers streamlined way comply recalls traceability requirements providing competitive advantage
6434,0,An Android app will be coming soon .,android app coming soon
6435,-1,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,peer peugeot fell 081 pct sales rose 63 pct period last year
6436,0,"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",finnish electronics contract maker incap oyj said january 3 2008 sold manufacturing facilities helsinki local real estate company sponda oyj 53 mln euro 78 mln
6437,1,The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,company turned earnings per share eps eur 003 versus loss per share eur 001
6438,0,The company admits that 36 months is a relatively short time when operating in Russia .,company admits 36 months relatively short time operating russia
6439,1,"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",selects third party logistics leader transplace bestinclass technology procurement capabilities leading specialty packaging manufacturer employs complete 3pl solution supply chain visibility transportation efficiency increase service levels ontime deliveries
6440,-1,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",finnish vaahto group provides papermaking technology process machinery starting negotiations concerning temporary layoffs 140 employees company plants hollola tampere finland
6441,-1,Viking Line has canceled some services .,viking line canceled services
6442,-1,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",operating result 12month period decreased profit eur0 4 turnover decreased eur5 6 compared 2004
6443,0,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",company set services include digital printing printing preparation offsetprinting aftertreatment services send services
6444,-1,"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",finnish bank land reports operating profit eur 22 mn first quarter 2010 eur 63 mn corresponding period 2009
6445,0,Two other sites will be included later on .,two sites included later
6446,0,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",fsecure developer security solutions service internet service providers mobile operators announced results annual online wellbeing survey
6447,-1,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",finnish vaahto group provides papermaking technology process machinery starting negotiations concerning temporary layoffs 140 employees company plants hollola tampere finland
6448,0,`` Serving customers locally is one of the cornerstones of customer focus for us .,serving customers locally one cornerstones customer focus us
6449,-1,"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",according aktia asset management finnish analysts forecasts 2009 still high
6450,-1,The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,personnel reductions primarily affect working parent company diagnostics business production logistics liquid handling business
6451,-1,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",julyseptember 2009 konecranes sales decreased eur 3687 mn eur 5204 mn julyseptember 2008
6452,1,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,finnish cargotec awarded significant order total 292 hiab loader cranes bae systems us
6453,-1,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,commission income fell eur 46 mn eur 51 mn corresponding period 2007
6454,0,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",however two previously ordered sets start producing electricity end october 2010 said
6455,0,"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",empresa de desarrollo urbano de quito innovaruio ecuador commissioned poyry prepare feasibility study new urban rapid mass transit system
6456,-1,"The total headcount reduction will be 50 persons , the company said .",total headcount reduction 50 persons company said
6457,-1,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,cramo slipped pretax loss eur 67 million pretax profit eur 589 million
6458,-1,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",finnish textiles clothing group marimekko oyj posted net profit 799 mln euro 104 mln 2006 compared 84 mln euro 109 mln 2005
6459,1,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,20 october 2010 finnish metal products company componenta oyj hel cth1v said yesterday net loss narrowed eur7m first nine months 2010 eur23 3 period 2009
6460,-1,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",since association data cover sales figures 100 small local breweries sales imported beer products actual market shares members smaller given report
6461,1,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported thursday 7 august operating profit eur5 3 period januaryjune 2008 eur3 3 corresponding period 2007
6462,0,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",machine annual production capacity 200000 tonnes supercalendered magazine paper paper grades based recovered fiber stora enso said
6463,1,The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,annual thesis contest aimed enhance thesis quality strengthen thesis culture polytechnics
6464,0,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",first quarter 2008 sacanfil net sales totalled eur 500 mn operating profit eur 47 mn
6465,-1,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,finnish developer manufacturer mobile phone chargers salcomp plc omx helsinki sal1v wednesday 19 november lowered fullyear net sales estimate
6466,1,`` Leipurin is a growing and rapidly internationalizing Group .,leipurin growing rapidly internationalizing group
6467,0,The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,financial statements release available publishing company internet pages wwwcargoteccom
6468,1,"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",broker repeated buy rating based expectations current restructuring lead clear improvement performance europe 2007
