Sentiment,Sentence,Clean sentences
3473,-1,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,pretax profit decreased 37 eur 1931 mn eur 3056 mn
3474,1,"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",lining stone sales also good early autumn order books strong end year
3475,-1,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",currency effect 30 pct 20 mln euro 313 mln negative impact revenue
3476,-1,`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,capital expenditure energy efficiency unfortunately fallen along decline economy
3477,-1,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",q1 2009 company operating loss totalled eur 03 mn compared profit eur 36 mn q1 2008
3478,-1,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,cramo slipped pretax loss eur 67 million pretax profit eur 589 million
3479,-1,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,kone said court papers union action delayed repairs elevators federal courthouse january 21 saltonstall state office building january 23
3480,1,"Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries .",dubbed nokia money solutions company officials say initiative would seek bridge gap banked unbanked developing countries
3481,-1,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,operating profit fell eur 79 mn second quarter 2005 eur 51 mn second quarter 2006
3482,-1,30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,30 november 2009 finnish office furniture maker martela oyj hel maras said today make redundant three people nine laid permanently company office staff factory workers
3483,-1,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",operating profit 12month period decreased eur2 9 turnover increased eur24 5 compared financial year 2004
3484,1,"According to Bosse , the present cooperation is beneficial to all parties , however .",according bosse present cooperation beneficial parties however
3485,-1,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",january 6 ford struggling face slowing truck suv sales surfeit uptodate got tohave cars
3486,1,"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",end review period nordic aluminium order book stood eur 877 mn compared eur 704 2005
3487,-1,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,current reference grade instruments challenging operate due high price complexity routine use
3488,-1,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,operating loss totaled eur 25mn compared profit eur 63mn corresponding period 2005
3489,1,It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,therefore seems finnish shipping company viking line get subsidy needs order new lngfuelled vessel
3490,-1,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,group order portfolio decreased eur 429 mn 92007 eur 333 mn 22008
3491,-1,"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",rapala vmc corporation stock exchange release october 10 2008 1145 kaupthing bank oyj kapthing informed rapala vmc corporation rapala interrupted liquidity providing rapala share time
3492,1,"In addition to Russia , we now seek additional growth in Ukraine .",addition russia seek additional growth ukraine
3493,-1,"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",adp news jan 27 2009 finnish industrial machinery company vaahto group ltd oyj hel wat1s said today subsidiary vaahto ltd would cut 15 jobs finland
3494,-1,The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,personnel reductions primarily affect working parent company diagnostics business production logistics liquid handling business
3495,-1,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,vaisala net profit third quarter 2007 dropped 30 mln euro 43 mln 68 mln euro 98 mln period 2006
3496,1,"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",operating profit threemonth period increased eur1 2 revenue increased eur20 2 compared corresponding period 2005
3497,-1,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,company reported today operating loss eur0 1 net sales eur4 5 first quarter 2008
3498,1,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",operating profit net sales threemonth period increased respectively eur15 1 eur131 5 compared corresponding period 2005
3499,-1,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales eur 496 mn first quarter 2009 per cent smaller corresponding period 2008
3500,-1,"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",group sales period eur 375 million eur 482 million 192008 result taxes loss eur 35 12 million
3501,-1,The dismissed staff members will now take the matter to court unless it can be settled outside .,dismissed staff members take matter court unless settled outside
3502,-1,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",poorest index figure given finnish power company fortum 45
3503,-1,And U.S. energy executives say high steel prices are threatening energy exploration .,yous energy executives say high steel prices threatening energy exploration
3504,1,21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,21 december 2010 finnish industrial machinery company wartsila oyj abp hel wrt1v said yesterday order design liquefied natural gas lng powered platform supply vessel psv norwegian oil service provider eidesvik offshore asa osl eiof
3505,1,The company also expects to sell its products in other Russian region .,company also expects sell products russian region
3506,-1,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",cencorp net sales first quarter estimated eur091 2 compared eur4 5 first quarter 2008
3507,-1,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",belarus oao lidskoe pivo brewery based grodno region reported 11 decrease output 1045 million decaliters januarymarch 2010 representative administration company told
3508,1,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,production capacity increase 36 000 85 000 tonnes per year raw material continue recycled paper board
3509,1,"`` The number of collection errors fell considerably , and operations speeded up .",number collection errors fell considerably operations speeded
3510,-1,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,commission income fell eur 46 mn eur 51 mn corresponding period 2007
3511,1,"Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .",elcoteq stock orders stabilised past weeks mr krippl said
3512,-1,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",according ceo matti perkonoja parent company hkscan company performance first quarter 2010 remained clearly level corresponding period 2009
3513,1,"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",adpnews jun 30 2009 finnish stainless steel maker outokumpu oyj hel out1v said yesterday signed threeyear eur 900 million usd 13 bn revolving credit facility
3514,1,"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",adpnews nov 9 2009 four companies agreed buy combined sek 59 billion usd 854meur 5718 drug stores offered sale part restructuring swedish statedowned pharmacy monopoly apoteket ab
3515,1,"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",company still expects turnover 2010 slightly increase level 2009 adding market predictability still poor trustworthy forecasts market development contract manufacturing business current year
3516,-1,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",adp news jan 22 2009 finnish mobile phones maker nokia oyj omx nok1v said today operating profit decreased eur 5 billion usd 65 bn 2008 eur 8 billion 2007
3517,-1,Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,stora chief executive jouko karvinen described russian tariff hikes threat future forest products industry finland
3518,1,It delivers a different user experience and enables us to widen the market we can address . '',delivers different user experience enables us widen market address
3519,-1,The situation of coated magazine printing paper will continue to be weak .,situation coated magazine printing paper continue weak
3520,1,The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,stock rose second day wednesday bringing twoday rise gbx12 0 20
3521,-1,"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Æmeri , the Northernmost part of the Gulf of Bothnia .",according swedish authorities traces toxic osmium tetroxide found coast permeri northernmost part gulf bothnia
3522,-1,"The total headcount reduction will be 50 persons , the company said .",total headcount reduction 50 persons company said
3523,-1,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",managing director comments net sales first quarter notably lower year especially finland russia baltic countries
3524,-1,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",finland metal sector company componenta laying temporarily staff pori mill christmas 2008 till 6 january 2009
3525,-1,"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",agricultural newspaper maaseudun tulevaisuus 318000 readers representing decrease 6
3526,1,"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",quarterly diluted eps continuing operations came 021 eur compared last year 012 eur
3527,1,"Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor .",instead elcoteq signed nonbinding letter intent another asian strategic investor
3528,-1,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",october upm reported thirdquarter net loss euro86 million 110 million compared net profit euro120 million 2007
3529,-1,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",operating result 12month period decreased profit eur0 4 turnover decreased eur5 6 compared 2004
3530,-1,The company expects its net sales for the whole 2009 to remain below the 2008 level .,company expects net sales whole 2009 remain 2008 level
3531,-1,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,finnish meat company atria longer promise sufficient amount domestic beef customers
3532,-1,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",net sales kyro main business area glaston technologies manufacturer glass processing machines decreased eur 1615 mn eur 1641 mn januaryseptember 2005
3533,-1,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",adpnews oct 21 2009 finlandbased consultancy tieto oyj hel tie1v said today net profit plunged eur 294 million usd 439 first nine months 2009 eur 587 million period
3534,-1,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,finnair believes strike cause daily net losses excess eur 2mn due canceled reservations passenger rerouting
3535,1,Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,shareholders rakvere lihakombinaat decided favor buyout minority shares midjuly
3536,-1,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,finnish airline finnair starting temporary layoffs cabin crews february 2010
3537,-1,Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,operating loss increased eur 17mn loss eur 108 mn 2005
3538,-1,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,consolidated pretax profit decreased 692 eur 410 mn eur 1331 mn 2007
3539,-1,"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",therefore company 2005 result remain weaker 2004
3540,-1,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales eur 496 mn first quarter 2009 per cent smaller corresponding period 2008
3541,-1,In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,addition production personnel sport division given temporary layoff warning
3542,1,1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,1 block lamp harri koskinen light introduced 1996 bestseller ever since
3543,1,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+¦rbindelsen bridge in Gothenburg in Sweden .,finnish rautaruukki awarded contract supply install steel superstructures partihallsfrbindelsen bridge gothenburg sweden
3544,-1,It is the most awkward thing to use if you 're holding the phone with one hand .,awkward thing use holding phone one hand
3545,-1,"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",tornio works employs 2300 1800 scope fixedperiod parttime temporary layoffs apriloctober period
3546,-1,"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",sales tiimari business went 8 eur 118 million gallerix stores saw 29 growth eur 2 million
3547,-1,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,finnish meat company atria longer promise sufficient amount domestic beef customers
3548,1,Deliveries have started and the network will be ready for a launch soon .,deliveries started network ready launch soon
3549,1,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",nokia multimedia net sales totaled eur 57 bn 45 corresponding period 2005
3550,1,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",wartsila contract october 2007 plant installed manturovo kostroma region russia 600 km northeast moscow russia
3551,-1,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",adpnews aug 3 2009 finnish media group ilkkayhtyma oyj hel ilk2s said today net profit fell 45 year eur 59 million usd 84 first half 2009
3552,1,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",two companies also partner developing raiso cholesterol lowering brand benecol
3553,-1,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,finnish developer manufacturer mobile phone chargers salcomp plc omx helsinki sal1v wednesday 19 november lowered fullyear net sales estimate
3554,1,Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,last year sysopen digia invested ibm product knowhow building portal trading place systems successfully implemented customer solutions supported
3555,-1,"The total headcount reduction will be 50 persons , the company said .",total headcount reduction 50 persons company said
3556,1,"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",fourth quarter 2008 net sales increased 2 eur 10507 mn eur 10270 mn fourth quarter 2007
3557,-1,"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",finnish bank land reports operating profit eur 22 mn first quarter 2010 eur 63 mn corresponding period 2009
3558,-1,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,finnish forest machinery manufacturer ponsse issued profit warning
3559,1,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,energyefficient data center built combining effective energy solution stateoftheart technology
3560,-1,Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,layoffs also take place suomussalmi kuhmo plants autumn result codetermination negotiations held
3561,-1,"The dollar fell , though , against the pound and the yen .",dollar fell though pound yen
3562,-1,It is a disappointment to see the plan folded .,disappointment see plan folded
3563,1,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,increase net sales due acquisition swedish silva produces garden tools boats
3564,1,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,third order awarded outokumpu technology shalkiya zinc kazakhstan shalkiya zinclead project kazakhstan
3565,-1,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",salcomp oyj finnish maker mobile phone chargers monday posted eur1 49 million loss second quarter compared 170 million profit period previous year
3566,-1,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,layoffs affect 240 people total 320 okmetic employees finland
3567,1,"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",succeeded increasing market share sold apartment comments mr kari kauniskangas head yit international construction services
3568,1,"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",renzo piano building design wonderful addition london skyline says noud veeger evp area director central north europe kone
3569,-1,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,eur5 9 h1 09 3 august 2009 finnish media group ilkkayhtyma oyj hel ilk2s said today net profit fell 45 year eur5 9 first half 2009
3570,1,The stock of new machines is reasonably small and new orders bring work .,stock new machines reasonably small new orders bring work
3571,-1,"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",konecranes previously communicated estimated reduction 1600 employees group level 2009
3572,-1,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,nokia yous shares 33 percent lower 1273 1750 gmt
3573,-1,The first ship has been delayed and is estimated to be completed in spring 2010 .,first ship delayed estimated completed spring 2010
3574,-1,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",januaryaugust 2009 imports sea container lorry trailer units fell 277 exports 286 corresponding period 2008
3575,-1,"Several large stocks tacked lower , however .",several large stocks tacked lower however
3576,-1,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,result negotiations company decided make 45 people redundant financial production grounds
3577,1,Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .,managing director kari inkinen says sponda leasing operations developed highly favourably
3578,-1,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",2009 stora enso net loss eur 8797 million compared eur 6734 million previous year
3579,-1,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",finnish scanfil contract manufacturer systems supplier communication industrial electronics reports net sales eur 1087 mn first half 2008 eur 1111 mn year earlier
3580,-1,"`` We cut our frequency to New York last year , which explains the fall , '' he said .",cut frequency new york last year explains fall said
3581,1,The new technology improves the glass quality and consistency while increasing throughput .,new technology improves glass quality consistency increasing throughput
3582,1,It will also strengthen Ruukki 's offshore business .,also strengthen ruukki offshore business
3583,1,"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",seppala revenue increased 02 eur10 1 finland revenue went 24 eur6 8 sales abroad rose 62 eur3 3 sales increased baltic countries well russia ukraine
3584,1,"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",lee man paper metso long prosperous cooperation good example changshu hongmei kraftliner machines delivered earlier
3585,-1,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",adp news feb 11 2009 finnish wood products technology supplier raute oyj hel rutav said today net profit decreased eur 47 million usd 61 2008 eur 66 million 2007
3586,-1,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,finnish investment group norvestia oyj said net profit fell 235 mln euro 306 mln 2006 335 mln euro 436 mln 2005
3587,1,"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",sales price sales gain 31 mln euro 45 mln recognized incap earnings 2007
3588,-1,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",vanhanen said strike would extremely damaging 1300 participants reporters begin arrive finland oneday eu summit russian president vladimir putin lahti 100 kilometers 60 miles north helsinki
3589,-1,"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",considerably weaker yous dollar british pound impact sales average prices euros upm said
3590,-1,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,stora enso oyj said secondquarter result would fall half compared period 2007
3591,-1,As a result some 20 persons will no longer be needed .,result 20 persons longer needed
3592,1,The company will also be compensated for acting as a reserve batch plant .,company also compensated acting reserve batch plant
3593,-1,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",food trade sales amounted eur320 1 decline 11
3594,1,"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",pretax profit totalled eur 20 mn compared loss eur 1592 mn fourth quarter 2008
3595,1,"The competition was received with great enthusiasm by the employees , he goes on .",competition received great enthusiasm employees goes
3596,1,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",within framework partnership nokia siemens networks signed initial framework purchase agreement sitronics subsidiary jsc mikron largest manufacturer exporter microelectronic components russia
3597,1,`` We are pleased to welcome Tapeks Noma into Cramo group .,pleased welcome tapeks noma cramo group
3598,-1,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",operating loss totalled eur 52 mn compared loss eur 34 mn corresponding period 20082009
3599,1,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",ragutis controlled finnish brewery reported 54percent rise beer sales 1044 million litres held 1109percent market share
3600,-1,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",operating loss totalled eur 03 mn profit eur 51 mn first half 2009
3601,-1,"The dollar fell , though , against the pound and the yen .",dollar fell though pound yen
3602,-1,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand products customers find increasingly difficult fund operations
3603,-1,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",adp news feb 4 2009 finnish broadband data communication systems solutions company teleste oyj hel tlt1v said today net profit decreased eur 55 million usd 72 2008 eur 94 million 200
3604,-1,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,earnings per share eps 2005 decreased eur1 87 eur1 89 2003
3605,1,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",po ferries efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio said
3606,-1,"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",announcement pushed freenet shares 63 eur0 71 frankfurt trade eur10 65 investors gave hope united internet ag drillisch would pursue takeover breakup freenet
3607,-1,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",operating loss totalled eur 32 mn compared profit eur 72 mn third quarter 2008
3608,-1,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,sales unit slumped last year industry hit poor snowfall major resorts winter 200607
3609,1,"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",ruukki romania local arm finnish metal producer ruukki increased capital 900000 euro 114 mln cash contribution reported september 19 2006
3610,-1,In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .,february elcoteq group sold st petersburg facility according unconfirmed information reason could supply problems russian customs service
3611,-1,"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",additionally company terminate maximum nine salaried senior salaried employees employment contracts
3612,1,"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .",vaisala oyj press release september 30 2010 vaisala signed contract sell oxygen measurement technology business sick maihak gmbh
3613,-1,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",helsinki thomson financial shares closed little changed cargotec huhtamaki dropping sharply disappointing secondquarter reports
3614,1,"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",finland national carrier finnair plc carried record 85 million passengers 2005 increase 45 percent previous year airline reported tuesday
3615,1,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,operating profit improved 399 eur 180 mn eur12 8 mn
3616,-1,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .,company decided end 2008 temporarily shut ammonia plant billingham extend maintenance period ince facility
3617,-1,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,stora enso oyj said secondquarter result would fall half compared period 2007
3618,-1,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,finnish automation solutions developer cencorp corporation omx helsinki cnc1v issued thursday 18 september profit warning third quarter 2008
3619,-1,"The pulp production in Finnish Kemij+Ærvi will also be liquidated and about 1,100 employees loose their jobs .",pulp production finnish kemijrvi also liquidated 1100 employees loose jobs
3620,1,"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",eps quarter came 036 eur 033 eur year ago ahead forecast 033 eur
3621,-1,"In addition , the company will reduce a maximum of ten jobs .",addition company reduce maximum ten jobs
3622,-1,"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",say number deals become normalized moment therefore decided devalue apartments sale added
3623,1,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,concept enables commercially affordable way manufacture highquality tco coated glass solar industry
